Date,Item,Quantity Sold,Revenue
2023-07-02,Item D,6,150.0
2023-07-03,Item A,41,410.0
2023-07-03,Item B,8,120.0
2023-07-03,Item C,34,680.0
2023-07-03,Item D,35,875.0
2023-07-04,Item B,18,270.0
2023-07-04,Item D,31,775.0
2023-07-04,Item E,4,120.0
2023-07-05,Item B,33,495.0
2023-07-05,Item C,2,40.0
2023-07-05,Item D,16,400.0
2023-07-06,Item B,17,255.0
2023-07-06,Item C,43,860.0
2023-07-06,Item D,29,725.0
2023-07-06,Item E,49,1470.0
2023-07-07,Item B,5,75.0
2023-07-07,Item C,9,180.0
2023-07-07,Item E,36,1080.0
2023-07-08,Item A,24,240.0
2023-07-08,Item B,9,135.0
2023-07-08,Item E,21,630.0
2023-07-09,Item A,29,290.0
2023-07-09,Item B,36,540.0
2023-07-09,Item C,2,40.0
2023-07-09,Item D,50,1250.0
2023-07-09,Item E,48,1440.0
2023-07-10,Item B,32,480.0
2023-07-10,Item E,31,930.0
2023-07-11,Item A,43,430.0
2023-07-11,Item C,48,960.0
2023-07-11,Item D,10,250.0
2023-07-11,Item E,33,990.0
2023-07-12,Item B,23,345.0
2023-07-12,Item D,29,725.0
2023-07-13,Item A,28,280.0
2023-07-13,Item C,33,660.0
2023-07-13,Item D,44,1100.0
2023-07-14,Item A,14,140.0
2023-07-14,Item B,25,375.0
2023-07-14,Item E,17,510.0
2023-07-15,Item A,25,250.0
2023-07-15,Item D,15,375.0
2023-07-15,Item E,11,330.0
2023-07-16,Item A,16,160.0
2023-07-16,Item B,17,255.0
2023-07-16,Item D,48,1200.0
2023-07-16,Item E,2,60.0
2023-07-17,Item A,8,80.0
2023-07-17,Item B,29,435.0
2023-07-17,Item D,50,1250.0
2023-07-18,Item A,31,310.0
2023-07-18,Item B,19,285.0
2023-07-18,Item C,9,180.0
2023-07-18,Item E,20,600.0
2023-07-19,Item A,3,30.0
2023-07-19,Item C,18,360.0
2023-07-19,Item D,9,225.0
2023-07-19,Item E,34,1020.0
2023-07-20,Item A,17,170.0
2023-07-20,Item B,5,75.0
2023-07-20,Item D,19,475.0
2023-07-20,Item E,41,1230.0
2023-07-21,Item A,49,490.0
2023-07-21,Item B,8,120.0
2023-07-21,Item C,11,220.0
2023-07-21,Item E,20,600.0
2023-07-22,Item B,12,180.0
2023-07-22,Item C,29,580.0
2023-07-22,Item E,37,1110.0
2023-07-23,Item A,21,210.0
2023-07-23,Item B,26,390.0
2023-07-23,Item D,6,150.0
2023-07-24,Item C,43,860.0
2023-07-24,Item D,29,725.0
2023-07-25,Item A,14,140.0
2023-07-25,Item B,47,705.0
2023-07-25,Item D,4,100.0
2023-07-25,Item E,31,930.0
2023-07-26,Item A,3,30.0
2023-07-26,Item B,7,105.0
2023-07-26,Item D,46,1150.0
2023-07-26,Item E,21,630.0
2023-07-27,Item C,44,880.0
2023-07-27,Item D,40,1000.0
2023-07-28,Item C,32,640.0
2023-07-28,Item E,24,720.0
2023-07-29,Item A,45,450.0
2023-07-29,Item D,31,775.0
2023-07-29,Item E,12,360.0
2023-07-30,Item A,35,350.0
2023-07-30,Item E,29,870.0
2023-07-31,Item B,25,375.0
2023-07-31,Item C,7,140.0
2023-07-31,Item D,47,1175.0
2023-08-01,Item A,25,250.0
2023-08-01,Item B,46,690.0
2023-08-01,Item C,22,440.0
2023-08-01,Item D,11,275.0
2023-08-01,Item E,31,930.0
2023-08-02,Item B,20,300.0
2023-08-02,Item D,31,775.0
2023-08-03,Item A,12,120.0
2023-08-03,Item B,26,390.0
2023-08-03,Item D,17,425.0
2023-08-03,Item E,18,540.0
2023-08-04,Item A,22,220.0
2023-08-04,Item C,41,820.0
2023-08-04,Item D,10,250.0
2023-08-05,Item B,8,120.0
2023-08-05,Item C,8,160.0
2023-08-05,Item D,3,75.0
2023-08-06,Item B,49,735.0
2023-08-06,Item E,21,630.0
2023-08-07,Item A,4,40.0
2023-08-07,Item B,36,540.0
2023-08-07,Item D,32,800.0
2023-08-07,Item E,15,450.0
2023-08-08,Item A,45,450.0
2023-08-08,Item B,48,720.0
2023-08-09,Item B,2,30.0
2023-08-09,Item D,50,1250.0
2023-08-10,Item A,21,210.0
2023-08-10,Item B,8,120.0
2023-08-10,Item C,6,120.0
2023-08-10,Item D,21,525.0
2023-08-10,Item E,37,1110.0
2023-08-11,Item A,5,50.0
2023-08-11,Item B,6,90.0
2023-08-11,Item C,25,500.0
2023-08-11,Item D,17,425.0
2023-08-11,Item E,32,960.0
2023-08-12,Item A,28,280.0
2023-08-12,Item B,37,555.0
2023-08-12,Item C,3,60.0
2023-08-12,Item D,1,25.0
2023-08-12,Item E,11,330.0
2023-08-13,Item A,7,70.0
2023-08-13,Item B,44,660.0
2023-08-13,Item C,25,500.0
2023-08-13,Item D,13,325.0
2023-08-14,Item A,40,400.0
2023-08-14,Item B,40,600.0
2023-08-14,Item C,48,960.0
2023-08-14,Item D,26,650.0
2023-08-15,Item A,8,80.0
2023-08-15,Item B,34,510.0
2023-08-15,Item D,47,1175.0
2023-08-16,Item A,44,440.0
2023-08-16,Item B,45,675.0
2023-08-16,Item C,30,600.0
2023-08-16,Item E,37,1110.0
2023-08-17,Item A,15,150.0
2023-08-17,Item B,25,375.0
2023-08-17,Item C,44,880.0
2023-08-18,Item A,22,220.0
2023-08-18,Item C,18,360.0
2023-08-18,Item D,19,475.0
2023-08-18,Item E,47,1410.0
2023-08-19,Item B,45,675.0
2023-08-19,Item D,38,950.0
2023-08-20,Item A,24,240.0
2023-08-20,Item B,43,645.0
2023-08-20,Item C,10,200.0
2023-08-20,Item D,28,700.0
2023-08-21,Item C,5,100.0
2023-08-21,Item D,19,475.0
2023-08-21,Item E,43,1290.0
2023-08-22,Item B,26,390.0
2023-08-22,Item C,4,80.0
2023-08-22,Item E,29,870.0
2023-08-23,Item C,29,580.0
2023-08-23,Item D,46,1150.0
2023-08-23,Item E,45,1350.0
2023-08-24,Item B,15,225.0
2023-08-24,Item D,25,625.0
2023-08-25,Item A,21,210.0
2023-08-25,Item C,49,980.0
2023-08-25,Item D,50,1250.0
2023-08-25,Item E,18,540.0
2023-08-26,Item A,48,480.0
2023-08-26,Item D,46,1150.0
2023-08-27,Item A,45,450.0
2023-08-27,Item C,36,720.0
2023-08-27,Item E,12,360.0
2023-08-28,Item A,17,170.0
2023-08-28,Item D,23,575.0
2023-08-29,Item B,21,315.0
2023-08-29,Item C,15,300.0
2023-08-29,Item D,30,750.0
2023-08-29,Item E,6,180.0
2023-08-30,Item B,15,225.0
2023-08-30,Item C,39,780.0
2023-08-30,Item E,11,330.0
2023-08-31,Item A,49,490.0
2023-08-31,Item B,47,705.0
2023-08-31,Item D,4,100.0
2023-08-31,Item E,21,630.0
2023-09-01,Item A,2,20.0
2023-09-01,Item C,22,440.0
2023-09-01,Item D,44,1100.0
2023-09-01,Item E,41,1230.0
2023-09-02,Item A,20,200.0
2023-09-02,Item E,22,660.0
2023-09-03,Item A,25,250.0
2023-09-03,Item D,42,1050.0
2023-09-04,Item B,39,585.0
2023-09-04,Item D,35,875.0
2023-09-04,Item E,15,450.0
2023-09-05,Item A,10,100.0
2023-09-05,Item B,22,330.0
2023-09-05,Item C,5,100.0
2023-09-05,Item D,37,925.0
2023-09-05,Item E,35,1050.0
2023-09-06,Item E,25,750.0
2023-09-07,Item C,24,480.0
2023-09-07,Item D,49,1225.0
2023-09-07,Item E,33,990.0
2023-09-08,Item D,45,1125.0
2023-09-08,Item E,44,1320.0
2023-09-09,Item A,19,190.0
2023-09-09,Item B,26,390.0
2023-09-09,Item C,7,140.0
2023-09-10,Item B,31,465.0
2023-09-10,Item C,50,1000.0
2023-09-10,Item D,17,425.0
2023-09-10,Item E,31,930.0
2023-09-11,Item A,7,70.0
2023-09-11,Item C,44,880.0
2023-09-11,Item D,44,1100.0
2023-09-11,Item E,50,1500.0
2023-09-12,Item A,14,140.0
2023-09-12,Item B,40,600.0
2023-09-12,Item C,47,940.0
2023-09-12,Item D,39,975.0
2023-09-12,Item E,20,600.0
2023-09-13,Item A,31,310.0
2023-09-13,Item D,34,850.0
2023-09-14,Item A,15,150.0
2023-09-14,Item C,25,500.0
2023-09-14,Item D,38,950.0
2023-09-15,Item A,7,70.0
2023-09-15,Item B,3,45.0
2023-09-15,Item C,1,20.0
2023-09-15,Item D,44,1100.0
2023-09-15,Item E,46,1380.0
2023-09-16,Item A,3,30.0
2023-09-16,Item B,18,270.0
2023-09-16,Item C,46,920.0
2023-09-16,Item D,36,900.0
2023-09-16,Item E,33,990.0
2023-09-17,Item B,27,405.0
2023-09-17,Item E,6,180.0
2023-09-18,Item A,28,280.0
2023-09-18,Item B,45,675.0
2023-09-18,Item C,49,980.0
2023-09-18,Item E,42,1260.0
2023-09-19,Item A,9,90.0
2023-09-19,Item C,40,800.0
2023-09-19,Item D,2,50.0
2023-09-19,Item E,30,900.0
2023-09-20,Item B,18,270.0
2023-09-20,Item C,5,100.0
2023-09-20,Item D,31,775.0
2023-09-20,Item E,3,90.0
2023-09-21,Item A,49,490.0
2023-09-21,Item B,40,600.0
2023-09-21,Item C,6,120.0
2023-09-21,Item D,41,1025.0
2023-09-21,Item E,6,180.0
2023-09-22,Item A,15,150.0
2023-09-22,Item D,31,775.0
2023-09-23,Item B,29,435.0
2023-09-23,Item C,9,180.0
2023-09-23,Item D,23,575.0
2023-09-23,Item E,41,1230.0
2023-09-24,Item A,30,300.0
2023-09-24,Item B,2,30.0
2023-09-24,Item C,3,60.0
2023-09-24,Item D,26,650.0
2023-09-25,Item A,46,460.0
2023-09-25,Item B,45,675.0
2023-09-25,Item C,6,120.0
2023-09-25,Item D,25,625.0
2023-09-25,Item E,15,450.0
2023-09-26,Item B,32,480.0
2023-09-26,Item C,13,260.0
2023-09-27,Item A,25,250.0
2023-09-27,Item D,24,600.0
2023-09-27,Item E,44,1320.0
2023-09-28,Item A,16,160.0
2023-09-28,Item B,37,555.0
2023-09-28,Item C,3,60.0
2023-09-28,Item D,20,500.0
2023-09-29,Item A,21,210.0
2023-09-29,Item B,33,495.0
2023-09-29,Item C,37,740.0
2023-09-29,Item D,44,1100.0
2023-09-29,Item E,19,570.0
2023-09-30,Item A,10,100.0
2023-09-30,Item B,5,75.0
2023-09-30,Item C,47,940.0
2023-09-30,Item D,43,1075.0
2023-09-30,Item E,40,1200.0
2023-10-01,Item C,27,540.0
2023-10-01,Item E,26,780.0
2023-10-02,Item C,17,340.0
2023-10-02,Item D,25,625.0
2023-10-02,Item E,24,720.0
2023-10-03,Item C,43,860.0
2023-10-04,Item B,47,705.0
2023-10-04,Item E,48,1440.0
2023-10-05,Item B,14,210.0
2023-10-05,Item C,33,660.0
2023-10-05,Item D,10,250.0
2023-10-05,Item E,20,600.0
2023-10-06,Item A,29,290.0
2023-10-06,Item B,46,690.0
2023-10-06,Item C,23,460.0
2023-10-06,Item E,42,1260.0
2023-10-07,Item A,38,380.0
2023-10-07,Item B,49,735.0
2023-10-07,Item C,43,860.0
2023-10-07,Item E,13,390.0
2023-10-08,Item A,8,80.0
2023-10-08,Item E,4,120.0
2023-10-09,Item A,12,120.0
2023-10-09,Item B,30,450.0
2023-10-09,Item D,44,1100.0
2023-10-09,Item E,45,1350.0
2023-10-10,Item A,27,270.0
2023-10-10,Item B,28,420.0
2023-10-10,Item C,10,200.0
2023-10-10,Item D,21,525.0
2023-10-10,Item E,22,660.0
2023-10-11,Item A,23,230.0
2023-10-11,Item C,18,360.0
2023-10-11,Item E,3,90.0
2023-10-12,Item A,19,190.0
2023-10-12,Item B,20,300.0
2023-10-12,Item D,38,950.0
2023-10-12,Item E,40,1200.0
2023-10-13,Item A,39,390.0
2023-10-13,Item B,43,645.0
2023-10-13,Item E,41,1230.0
2023-10-14,Item A,22,220.0
2023-10-14,Item B,14,210.0
2023-10-14,Item C,35,700.0
2023-10-14,Item D,11,275.0
2023-10-14,Item E,45,1350.0
2023-10-15,Item A,48,480.0
2023-10-15,Item B,48,720.0
2023-10-15,Item C,50,1000.0
2023-10-16,Item B,40,600.0
2023-10-16,Item D,50,1250.0
2023-10-17,Item B,33,495.0
2023-10-17,Item C,3,60.0
2023-10-17,Item D,41,1025.0
2023-10-17,Item E,4,120.0
2023-10-18,Item A,17,170.0
2023-10-18,Item B,16,240.0
2023-10-18,Item C,10,200.0
2023-10-18,Item E,40,1200.0
2023-10-19,Item C,25,500.0
2023-10-19,Item E,36,1080.0
2023-10-20,Item A,3,30.0
2023-10-20,Item B,17,255.0
2023-10-20,Item C,9,180.0
2023-10-20,Item D,20,500.0
2023-10-21,Item A,5,50.0
2023-10-21,Item B,6,90.0
2023-10-21,Item C,41,820.0
2023-10-21,Item E,8,240.0
2023-10-22,Item A,23,230.0
2023-10-22,Item C,39,780.0
2023-10-22,Item D,1,25.0
2023-10-22,Item E,35,1050.0
2023-10-23,Item A,4,40.0
2023-10-23,Item B,12,180.0
2023-10-23,Item C,38,760.0
2023-10-23,Item D,27,675.0
2023-10-23,Item E,45,1350.0
2023-10-24,Item A,37,370.0
2023-10-24,Item C,39,780.0
2023-10-24,Item D,11,275.0
2023-10-24,Item E,6,180.0
2023-10-25,Item A,49,490.0
2023-10-25,Item B,17,255.0
2023-10-25,Item D,3,75.0
2023-10-25,Item E,10,300.0
2023-10-26,Item B,33,495.0
2023-10-26,Item C,25,500.0
2023-10-26,Item E,33,990.0
2023-10-27,Item A,47,470.0
2023-10-27,Item B,17,255.0
2023-10-27,Item C,36,720.0
2023-10-27,Item E,46,1380.0
2023-10-28,Item B,29,435.0
2023-10-28,Item C,17,340.0
2023-10-28,Item D,5,125.0
2023-10-28,Item E,37,1110.0
2023-10-29,Item B,30,450.0
2023-10-29,Item C,7,140.0
2023-10-29,Item D,10,250.0
2023-10-29,Item E,49,1470.0
2023-10-30,Item A,17,170.0
2023-10-30,Item C,49,980.0
2023-10-30,Item D,47,1175.0
2023-10-30,Item E,43,1290.0
2023-10-31,Item A,6,60.0
2023-10-31,Item B,36,540.0
2023-10-31,Item C,33,660.0
2023-10-31,Item D,13,325.0
2023-11-01,Item A,24,240.0
2023-11-01,Item B,31,465.0
2023-11-01,Item D,14,350.0
2023-11-01,Item E,27,810.0
2023-11-02,Item D,15,375.0
2023-11-03,Item A,28,280.0
2023-11-03,Item B,8,120.0
2023-11-03,Item C,39,780.0
2023-11-03,Item D,8,200.0
2023-11-04,Item C,23,460.0
2023-11-04,Item E,35,1050.0
2023-11-05,Item B,31,465.0
2023-11-05,Item C,40,800.0
2023-11-05,Item D,35,875.0
2023-11-05,Item E,29,870.0
2023-11-06,Item A,39,390.0
2023-11-06,Item C,36,720.0
2023-11-06,Item E,40,1200.0
2023-11-07,Item B,23,345.0
2023-11-07,Item C,24,480.0
2023-11-07,Item E,6,180.0
2023-11-08,Item A,37,370.0
2023-11-08,Item B,15,225.0
2023-11-08,Item C,38,760.0
2023-11-08,Item D,31,775.0
2023-11-09,Item A,31,310.0
2023-11-09,Item B,45,675.0
2023-11-09,Item C,16,320.0
2023-11-09,Item D,3,75.0
2023-11-09,Item E,5,150.0
2023-11-10,Item A,13,130.0
2023-11-10,Item C,9,180.0
2023-11-10,Item D,15,375.0
2023-11-11,Item A,15,150.0
2023-11-11,Item C,32,640.0
2023-11-11,Item D,2,50.0
2023-11-11,Item E,42,1260.0
2023-11-12,Item B,26,390.0
2023-11-12,Item C,29,580.0
2023-11-12,Item E,50,1500.0
2023-11-13,Item B,20,300.0
2023-11-13,Item C,5,100.0
2023-11-13,Item D,35,875.0
2023-11-13,Item E,11,330.0
2023-11-14,Item D,11,275.0
2023-11-14,Item E,36,1080.0
2023-11-15,Item A,40,400.0
2023-11-15,Item B,15,225.0
2023-11-15,Item D,24,600.0
2023-11-15,Item E,26,780.0
2023-11-16,Item A,35,350.0
2023-11-16,Item C,6,120.0
2023-11-16,Item D,7,175.0
2023-11-16,Item E,25,750.0
2023-11-17,Item D,40,1000.0
2023-11-17,Item E,30,900.0
2023-11-18,Item A,22,220.0
2023-11-18,Item B,49,735.0
2023-11-18,Item C,16,320.0
2023-11-18,Item D,7,175.0
2023-11-19,Item B,25,375.0
2023-11-19,Item D,10,250.0
2023-11-20,Item B,32,480.0
2023-11-20,Item C,27,540.0
2023-11-20,Item D,40,1000.0
2023-11-20,Item E,43,1290.0
2023-11-21,Item A,28,280.0
2023-11-21,Item B,4,60.0
2023-11-21,Item C,2,40.0
2023-11-21,Item D,2,50.0
2023-11-22,Item A,1,10.0
2023-11-22,Item C,6,120.0
2023-11-22,Item D,16,400.0
2023-11-23,Item A,12,120.0
2023-11-23,Item B,26,390.0
2023-11-23,Item D,19,475.0
2023-11-23,Item E,4,120.0
2023-11-24,Item A,16,160.0
2023-11-24,Item B,20,300.0
2023-11-24,Item C,39,780.0
2023-11-24,Item D,41,1025.0
2023-11-25,Item A,8,80.0
2023-11-25,Item B,38,570.0
2023-11-25,Item C,26,520.0
2023-11-25,Item D,34,850.0
2023-11-25,Item E,43,1290.0
2023-11-26,Item A,3,30.0
2023-11-26,Item B,18,270.0
2023-11-26,Item C,26,520.0
2023-11-26,Item D,43,1075.0
2023-11-26,Item E,42,1260.0
2023-11-27,Item A,20,200.0
2023-11-27,Item B,32,480.0
2023-11-27,Item E,11,330.0
2023-11-28,Item A,17,170.0
2023-11-28,Item B,7,105.0
2023-11-28,Item D,48,1200.0
2023-11-29,Item A,41,410.0
2023-11-29,Item B,13,195.0
2023-11-29,Item C,14,280.0
2023-11-29,Item D,25,625.0
2023-11-29,Item E,15,450.0
2023-11-30,Item E,4,120.0
2023-12-01,Item B,24,360.0
2023-12-01,Item D,37,925.0
2023-12-01,Item E,17,510.0
2023-12-02,Item C,10,200.0
2023-12-02,Item D,1,25.0
2023-12-02,Item E,3,90.0
2023-12-03,Item C,11,220.0
2023-12-03,Item D,13,325.0
2023-12-04,Item C,37,740.0
2023-12-04,Item D,19,475.0
2023-12-04,Item E,33,990.0
2023-12-05,Item A,6,60.0
2023-12-05,Item D,8,200.0
2023-12-05,Item E,47,1410.0
2023-12-06,Item A,7,70.0
2023-12-06,Item B,47,705.0
2023-12-06,Item C,3,60.0
2023-12-06,Item D,33,825.0
2023-12-06,Item E,22,660.0
2023-12-07,Item A,13,130.0
2023-12-07,Item C,10,200.0
2023-12-08,Item B,44,660.0
2023-12-08,Item D,21,525.0
2023-12-09,Item A,25,250.0
2023-12-09,Item B,21,315.0
2023-12-09,Item D,4,100.0
2023-12-09,Item E,9,270.0
2023-12-10,Item A,4,40.0
2023-12-10,Item C,36,720.0
2023-12-10,Item E,11,330.0
2023-12-11,Item B,29,435.0
2023-12-11,Item C,40,800.0
2023-12-11,Item D,5,125.0
2023-12-11,Item E,44,1320.0
2023-12-12,Item B,4,60.0
2023-12-12,Item C,29,580.0
2023-12-12,Item D,15,375.0
2023-12-12,Item E,35,1050.0
2023-12-13,Item A,13,130.0
2023-12-13,Item B,44,660.0
2023-12-13,Item C,35,700.0
2023-12-13,Item D,50,1250.0
2023-12-13,Item E,9,270.0
2023-12-14,Item A,38,380.0
2023-12-14,Item C,2,40.0
2023-12-14,Item E,11,330.0
2023-12-15,Item A,30,300.0
2023-12-15,Item D,40,1000.0
2023-12-15,Item E,14,420.0
2023-12-16,Item B,28,420.0
2023-12-16,Item C,23,460.0
2023-12-16,Item D,24,600.0
2023-12-16,Item E,43,1290.0
2023-12-17,Item A,29,290.0
2023-12-17,Item C,20,400.0
2023-12-17,Item D,30,750.0
2023-12-17,Item E,14,420.0
2023-12-18,Item B,14,210.0
2023-12-18,Item C,14,280.0
2023-12-18,Item D,47,1175.0
2023-12-18,Item E,31,930.0
2023-12-19,Item A,23,230.0
2023-12-19,Item B,17,255.0
2023-12-19,Item C,20,400.0
2023-12-19,Item D,23,575.0
2023-12-20,Item B,7,105.0
2023-12-20,Item C,23,460.0
2023-12-20,Item D,20,500.0
2023-12-21,Item A,11,110.0
2023-12-21,Item C,40,800.0
2023-12-21,Item D,1,25.0
2023-12-21,Item E,35,1050.0
2023-12-22,Item B,26,390.0
2023-12-22,Item E,27,810.0
2023-12-23,Item A,11,110.0
2023-12-23,Item C,8,160.0
2023-12-23,Item E,35,1050.0
2023-12-24,Item B,50,750.0
2023-12-24,Item C,28,560.0
2023-12-24,Item D,47,1175.0
2023-12-24,Item E,19,570.0
2023-12-25,Item E,10,300.0
2023-12-26,Item A,36,360.0
2023-12-26,Item C,17,340.0
2023-12-26,Item D,33,825.0
2023-12-27,Item B,28,420.0
2023-12-27,Item C,26,520.0
2023-12-27,Item D,5,125.0
2023-12-27,Item E,17,510.0
2023-12-28,Item A,4,40.0
2023-12-28,Item B,25,375.0
2023-12-28,Item C,11,220.0
2023-12-28,Item D,15,375.0
2023-12-28,Item E,3,90.0
2023-12-29,Item A,15,150.0
2023-12-29,Item B,46,690.0
2023-12-29,Item C,19,380.0
2023-12-29,Item D,25,625.0
2023-12-29,Item E,7,210.0
2023-12-30,Item A,19,190.0
2023-12-30,Item B,10,150.0
2023-12-30,Item C,31,620.0
2023-12-30,Item E,14,420.0
2023-12-31,Item C,18,360.0
2023-12-31,Item E,49,1470.0
